-29.9870,-2.688705590e-2,2.286434076e-1
-29.9800,-2.643857373e-2,2.307804141e-1
-29.9600,-2.380540176e-2,2.352831757e-1
-29.9400,-1.974618074e-2,2.382894119e-1
-29.9200,-1.424727698e-2,2.404766291e-1
-29.9000,-8.332955055e-3,2.432178169e-1
-29.8800,-3.448407990e-3,2.452528765e-1
-29.8600,1.191465146e-3,2.460424368e-1
-29.8400,5.918669914e-3,2.459104789e-1
-29.8200,1.071046582e-2,2.453366709e-1
-29.8000,1.515183251e-2,2.445211033e-1
-29.7800,1.909547376e-2,2.432701163e-1
-29.7600,2.266633945e-2,2.415409421e-1
-29.7400,2.596348755e-2,2.394605823e-1
-29.7200,2.895916577e-2,2.371834071e-1
-29.7000,3.157611919e-2,2.347554201e-1
-29.6800,3.380909813e-2,2.321647761e-1
-29.6600,3.570223962e-2,2.294316643e-1
-29.6400,3.728658443e-2,2.266115329e-1
-29.6200,3.856057884e-2,2.237528050e-1
-29.6000,3.951896381e-2,2.208763278e-1
-29.5800,4.017446605e-2,2.179939709e-1
-29.5600,4.054876099e-2,2.151250484e-1
-29.5400,4.065587331e-2,2.122936864e-1
-29.5200,4.050070212e-2,2.095208345e-1
-29.5000,4.009039868e-2,2.068230475e-1
-29.4800,3.943923673e-2,2.042138727e-1
-29.4600,3.856017118e-2,2.017052206e-1
-29.4400,3.745848019e-2,1.993125706e-1
-29.4200,3.614094684e-2,1.970576205e-1
-29.4000,3.462524940e-2,1.949579828e-1
-29.3800,3.292753126e-2,1.930188476e-1
-29.3600,3.104782883e-2,1.912495403e-1
-29.3400,2.898930164e-2,1.896826759e-1
-29.3200,2.678686687e-2,1.883488123e-1
-29.3000,2.447647761e-2,1.872390565e-1
-29.2800,2.204654196e-2,1.863428817e-1
-29.2600,1.948005686e-2,1.857159567e-1
-29.2400,1.685521207e-2,1.854277014e-1
-29.2200,1.427001390e-2,1.854234736e-1
-29.2000,1.167918372e-2,1.856228514e-1
-29.1800,8.982546319e-3,1.861213824e-1
-29.1600,6.349022405e-3,1.871262905e-1
-29.1400,4.067273607e-3,1.884309367e-1
-29.1200,1.955803963e-3,1.897620164e-1
-29.1000,-3.170995696e-4,1.912642871e-1
-29.0800,-2.525963875e-3,1.936598261e-1
-29.0600,8.242602994e-1,-4.953287952e-1
-29.0400,8.167373217e-1,-5.028965450e-1
-29.0200,8.052633686e-1,-5.056407876e-1
-28.9870,7.675745441e-1,-5.106977327e-1
-28.9800,7.630818704e-1,-5.132684165e-1
-28.9600,7.510122937e-1,-5.155916302e-1
-28.9400,7.395242443e-1,-5.130080949e-1
-28.9200,7.274747845e-1,-5.066818276e-1
-28.9000,7.140653202e-1,-5.005244341e-1
-28.8800,7.035569080e-1,-4.951578988e-1
-28.8600,6.956238231e-1,-4.884921516e-1
-28.8400,6.891726887e-1,-4.804777274e-1
-28.8200,6.833950878e-1,-4.718568760e-1
-28.8000,6.785174855e-1,-4.635841084e-1
-28.7800,6.750245939e-1,-4.556014171e-1
-28.7600,6.727760090e-1,-4.476263955e-1
-28.7400,6.714094891e-1,-4.396600987e-1
-28.7200,6.707108202e-1,-4.319402579e-1
-28.7000,6.707112051e-1,-4.246267581e-1
-28.6800,6.714331906e-1,-4.176881417e-1
-28.6600,6.727845061e-1,-4.110663242e-1
-28.6400,6.746423160e-1,-4.047763031e-1
-28.6200,6.769438604e-1,-3.988742156e-1
