-29.9870,-2.937655711e-2,2.296365745e-1
-29.9000,-8.463372928e-3,2.440876131e-1
-29.8000,1.647453912e-2,2.440877850e-1
-29.7000,3.320717347e-2,2.329958595e-1
-29.6000,4.092566397e-2,2.181388204e-1
-29.5000,4.103752250e-2,2.034080872e-1
-29.4000,3.495739327e-2,1.911029247e-1
-29.3000,2.404556567e-2,1.832100160e-1
-29.2000,1.040434730e-2,1.818163324e-1
-29.1000,-2.261636631e-3,1.881998982e-1
-28.9870,7.682061482e-1,-5.174500039e-1
-28.9000,7.111620872e-1,-5.025787002e-1
-28.8000,6.758192551e-1,-4.612804276e-1
-28.7000,6.695946862e-1,-4.200653130e-1
-28.6000,6.801584111e-1,-3.877458275e-1
-28.5000,7.005029332e-1,-3.658144900e-1
-28.4000,7.267254854e-1,-3.550896617e-1
-28.3000,7.552227166e-1,-3.573101480e-1
-28.2000,7.800896649e-1,-3.742728008e-1
-28.1000,7.922620492e-1,-4.039998090e-1
-27.9870,-4.562262923e-2,2.006925802e-1
-27.9000,-3.491804313e-2,2.324272504e-1
-27.8000,-5.715651659e-3,2.498286809e-1
-27.7000,2.076341267e-2,2.461931874e-1
-27.6000,3.706297956e-2,2.326726482e-1
-27.5000,4.373773273e-2,2.163707832e-1
-27.4000,4.262044028e-2,2.008358629e-1
-27.3000,3.521276906e-2,1.882144462e-1
-27.2000,2.292631284e-2,1.805035698e-1
-27.1000,7.939850632e-3,1.797907466e-1
-26.9870,8.475935616e-1,-4.978635083e-1
-26.9000,7.719046334e-1,-5.319110561e-1
-26.8000,6.973604702e-1,-5.060606886e-1
-26.7000,6.665772596e-1,-4.573772125e-1
-26.6000,6.646972511e-1,-4.139183318e-1
-26.5000,6.785755059e-1,-3.812410297e-1
-26.4000,7.016151033e-1,-3.597605192e-1
-26.3000,7.302383523e-1,-3.501526954e-1
-26.2000,7.608274556e-1,-3.543639852e-1
-26.1000,7.872419372e-1,-3.743691173e-1
-25.9870,-3.741801084e-2,1.623920534e-1
-25.9000,-5.333202578e-2,1.988273787e-1
-25.8000,-3.614821213e-2,2.411389545e-1
-25.7000,-1.807833183e-3,2.550722106e-1
-25.6000,2.553622346e-2,2.477934298e-1
-25.5000,4.106608051e-2,2.319288621e-1
-25.4000,4.653339778e-2,2.142712673e-1
